C,eta,porcentaje_R0_menor_1,u_max,inercia_media,inercia_max,inercia_std,J,w1,w2,I_max_real,I_max_model,reduccion_pico,dias_R0_menor_1,dias_totales
495.277976516152,0.495795727910427,28.6118980169972,0.999971525655716,0.00995713005483923,0.999959900993153,0.0720967671496213,11605311.7084305,1,0.5,758,512.443295115171,32.3953436523521,303,1059
