t_train,y_train,pred_random_forest_train,pred_gradient_boosting_train,pred_lstm_train,pred_ensemble_train
0,2,1.44534078135708,2.90846558155948,9.0366678237915,4.46349139556936
1,1,0.913788643019077,0.732349516308536,8.91978073120117,3.5219729635096
2,0,0.436836504340558,-0.162134610099112,8.80289363861084,3.02586517761743
3,1,0.995418875159181,1.67729420975558,8.68600654602051,3.78623987697842
4,0,0.289196670508674,-0.109604859629003,8.56912040710449,2.91623740599472
5,1,0.918610470054123,1.29209457666649,8.45223331451416,3.55431278707826
6,2,1.28437683831663,2.23690968478032,8.33534622192383,3.95221091500693
7,2,1.03289992323517,2.90846558155948,8.28589248657227,4.07575266378897
8,0,0.390599450411065,-0.166066797736028,8.0565071105957,2.76034658775691
9,0,0.32166956774487,0.796005808716245,7.92538833618164,3.01435457088092
10,0,0.196213592791064,1.30091265198349,7.85185623168945,3.11632749215467
11,0,0.247217866295337,1.29089129996755,7.80378341674805,3.11396419433698
12,0,0.141750502375974,0.915713018894402,7.79411697387695,2.95052683171578
13,1,0.945033575459242,1.66727285773963,7.72944259643555,3.44724967654481
14,1,0.495598946054587,2.07744682870687,7.66353225708008,3.41219267728051
15,0,0.273724944779478,0.147200881600548,7.59843063354492,2.67311881997498
16,0,0.164042331195164,0.796005808716245,7.55826950073242,2.83943921354794
17,0,0.13067104064996,1.30091265198349,7.52258682250977,2.98472350504774
18,0,0.13067104064996,1.29089129996755,7.49464797973633,2.97207010678461
19,0,0.13067104064996,0.915713018894402,7.47999954223633,2.84212786726023
20,1,0.858647199540513,1.66727285773963,7.51487350463867,3.34693118730627
21,1,0.4632688594745,2.07744682870687,7.53269577026367,3.35780381948168
22,0,0.264970366024899,0.147200881600548,7.55365371704102,2.65527498822215
23,0,0.164042331195164,0.796005808716245,7.59286117553711,2.85096977181617
24,0,0.13067104064996,1.30091265198349,7.62911605834961,3.02023325032769
25,0,0.13067104064996,1.29089129996755,7.66560745239258,3.02905659767003
26,1,0.811469934452499,1.29209457666649,7.70460891723633,3.26939114278511
27,0,0.17830461853116,-0.109604859629003,7.74701309204102,2.60523761698106
28,0,0.295394265791735,1.17029823296173,7.77470016479492,3.08013088784946
29,0,0.200432313087492,0.796005808716245,7.79839706420898,2.93161172867091
30,0,0.16042265423818,0.796005808716245,7.83549118041992,2.93063988112478
31,0,0.142821834300754,1.30091265198349,7.87341690063477,3.105717128973
32,0,0.142821834300754,1.29089129996755,7.92386245727539,3.1191918638479
33,0,0.147266278745198,0.915713018894402,7.97588729858398,3.01295553207453
34,1,0.925827991770899,1.66727285773963,8.01554489135742,3.53621524695598
35,1,0.487762964985847,2.07744682870687,8.06339645385742,3.54286874918338
36,2,1.25069119263491,1.82538525300924,8.1119499206543,3.72934212209948
37,0,0.25605413757406,-0.0250197936521845,8.16621017456055,2.79908150616081
38,1,0.988358644643077,1.67729420975558,8.22661209106445,3.63075498182104
39,1,0.416557531734822,2.19803989571268,8.2866325378418,3.6337433217631
40,0,0.255671453318783,-0.484783140702147,8.35574722290039,2.70887851183901
41,3,2.63540395678868,3.43855859205504,8.42297744750977,4.83231333211783
42,0,0.502628438501604,0.0846018999726254,8.4897346496582,3.02565499604414
43,1,1.2668120211528,1.41823983853417,8.58211135864258,3.75572107277652
44,2,1.32319458277165,1.91549153501995,8.66906356811523,3.96924989530228
45,1,0.690308317013919,1.56978857052619,8.80092239379883,3.68700642711298
46,10,7.76759577922078,11.3911746901558,8.91501998901367,9.35793015279675
47,6,4.21311222710935,4.79654486199869,9.0703239440918,6.02666034439995
48,2,2.6933418904199,1.69439563398655,9.29150009155273,4.55974587198639
49,2,2.55603728748626,3.35266191070199,9.4147834777832,5.10782755865715
50,4,3.7143727631158,3.33885889446603,9.60364151000977,5.55229105586386
51,3,2.80835472963221,3.22052239815121,9.7721061706543,5.26699443281257
52,4,3.72839883430983,3.7947263171604,9.98864364624023,5.83725626590349
53,2,2.63495209644305,2.11064137566356,10.2805137634277,5.00870241184478
54,4,3.90274503626748,3.77105651419478,10.3562431335449,6.01001489466906
55,3,2.7440363153138,3.71557326810384,10.5476722717285,5.66909395171539
56,2,2.37046544908852,2.88746835328821,10.7570533752441,5.33832905920696
57,2,1.97440259937487,2.93289207016926,11.0339546203613,5.31374976330182
58,7,6.41148225957049,6.34872014940204,11.2799339294434,8.01337877947196
59,3,2.88113517909827,3.06249025787355,11.5730018615723,5.83887576618136
60,5,5.93054070112894,4.81103503500108,11.8505363464355,7.53070402752185
61,2,2.44558857344215,1.03082672569565,12.0036659240723,5.16002707440335
62,3,3.27625451663919,4.14623479526793,12.1652793884277,6.52925623344495
63,6,5.70766018621901,5.39672165353621,12.4415397644043,7.84864053471984
64,1,1.70236058134108,0.948393962944488,12.7709312438965,5.14056192939402
65,26,19.1693630952381,25.8861090785512,13.1011543273926,19.3855421670606
66,6,9.85049494730415,5.14408292067358,13.478458404541,9.49101209083958
67,10,12.8119325396825,12.9054317063984,14.0596733093262,13.259012518469
68,6,6.89635972060275,6.21667122447024,14.617374420166,9.24346845507967
69,10,10.7580515873016,9.50826618061093,15.3499488830566,11.8720888836564
70,10,9.96010622710623,9.0392200060998,16.1359596252441,11.7117619528167
71,12,12.6438174603175,8.6260050651996,16.9819755554199,12.7505993603123
72,5,6.6116440539165,2.99827830468189,18.0970726013184,9.23566498663891
73,6,7.41892830561252,5.59008160690765,18.0552711486816,10.3547603537339
74,9,9.88852314352315,9.33189154307276,18.8209266662598,12.6804471176186
75,12,11.715626984127,11.1981551535452,19.1262245178223,14.0133355518315
76,20,17.9080793650794,17.3776860526826,19.960636138916,18.4154671855593
77,19,18.2190079365079,15.1532431591118,20.7468681335449,18.0397064097215
78,14,16.2770238095238,13.1026424721463,21.6596336364746,17.0130999727149
79,20,19.1442420634921,16.1167843583372,22.6017303466797,19.287585589503
80,9,14.4146150793651,7.56367872714392,23.8081321716309,15.2621419927133
81,32,28.2665873015873,34.3428736650784,25.4066352844238,29.3386987503632
82,25,21.7719126984127,23.1558147901632,27.3741836547852,24.100637047787
83,32,31.1813214285714,29.6074552950942,29.5033531188965,30.0973766141874
84,28,29.2883174603175,25.7883286408662,31.4575157165527,28.8447206059121
85,38,35.8921944444445,35.586477396521,33.5558471679688,35.0115063363114
86,33,28.9560793650794,29.1533778363351,36.1859588623047,31.4318053545731
87,49,49.0070555555556,48.8296985241888,38.9982299804688,45.6116613534044
88,50,45.812253968254,46.8624637990762,43.1813545227051,45.2853574300118
89,63,65.2168531746032,67.3547544507731,47.2594833374023,59.9436969875929
90,110,97.0669920634921,106.503678662505,58.1466102600098,87.2390936620023
91,88,81.0905833333333,86.8488501028217,70.416618347168,79.4520172611077
