t_train,y_train,pred_random_forest_train,pred_gradient_boosting_train,pred_lstm_train,pred_ensemble_train
0,3,2.69195627081288,2.88979221882683,6.38338613510132,3.98837820824701
1,0,0.674550763286508,0.780542489697198,6.39303874969482,2.61604400089284
2,0,0.521320140944988,1.11821609538601,6.40269136428833,2.68074253353977
3,1,1.03930737549201,1.44212461204357,6.41234397888184,2.9645919888058
4,1,0.713207849547513,1.62171277428616,6.4219970703125,2.91897256471539
5,0,0.195550780538717,0.245936815989435,6.43164968490601,2.29104576047805
6,3,3.15930109802478,2.75577920491635,6.44130229949951,4.11879420081355
7,5,3.87549879456244,3.53070342071294,6.46959972381592,4.62526731303043
8,4,3.24618693082803,2.98453106601726,6.43559551239014,4.22210450307848
9,3,3.02615589405435,2.96899800521064,6.46943187713623,4.15486192546707
10,3,2.73862794146249,2.80918963316618,6.48202800750732,4.00994852737866
11,5,5.30935836385836,4.53263319618005,6.49464702606201,5.44554619536681
12,1,1.35525975872964,1.13086843653617,6.53133678436279,3.0058216598762
13,2,2.18568928531896,2.23366031520707,6.54533672332764,3.65489544128456
14,2,1.95956545612344,2.50002211710086,6.51354503631592,3.65771086984674
15,3,2.59574907275375,2.55125291928388,6.4852933883667,3.87743179346811
16,2,2.05060830080966,2.08944396623545,6.49035167694092,3.54346798132868
17,1,1.37227973260053,1.03153988480054,6.50020885467529,2.96800949069212
18,1,1.0300608780006,1.94565334269829,6.50767040252686,3.16112820774192
19,0,0.230188951406197,0.245936815989435,6.48865795135498,2.32159457291687
20,1,1.09019268680542,1.3857713458929,6.51453685760498,2.9968336301011
21,1,0.762803724366088,1.7023153599468,6.47919750213623,2.98143886214971
22,1,0.78010201244655,1.7023153599468,6.4658842086792,2.98276719369085
23,0,0.180976479793037,0.221162759757079,6.42925548553467,2.27713157502826
24,0,0.378089864105937,1.05314657053198,6.41325664520264,2.61483102661352
25,2,2.37983927877959,2.17323541592632,6.39880657196045,3.65062708888879
26,3,2.01743652734611,2.93429059059243,6.38781261444092,3.77984657745982
27,3,2.07135571159984,2.65708301498747,6.40499401092529,3.71114424583753
28,1,1.27213233586937,0.924206186332519,6.40152263641357,2.86595371953849
29,2,2.01342125387253,2.37061616701839,6.40819072723389,3.59740938270827
30,3,2.29522972278156,2.53571985847726,6.41895580291748,3.7499684613921
31,0,0.345433028529806,0.447367317980594,6.45767498016357,2.41682510889132
32,0,0.56357884290284,1.05314657053198,6.48068523406982,2.69913688250155
33,0,0.327601964149688,1.67416642149381,6.46915721893311,2.8236418681922
34,1,1.05317412978496,1.3857713458929,6.45214366912842,2.96369638160209
35,1,0.664186044392655,1.7023153599468,6.43485546112061,2.93378562182002
36,1,0.727317620041292,1.7023153599468,6.44703197479248,2.95888831826019
37,2,1.50388494688234,2.06693439605188,6.41780376434326,3.32954103575916
38,1,0.845393318648513,0.874160290807913,6.3848295211792,2.70146104354521
39,3,3.10374080255444,2.92427583356771,6.40816020965576,4.14539228192597
40,1,0.851157672224978,0.776067587765622,6.41213512420654,2.67978679473238
41,1,1.03170096596368,1.66277760835233,6.42666149139404,3.04038002190335
42,1,0.831724652101805,1.7023153599468,6.42769908905029,2.98724636703297
43,4,3.76921523943893,3.24522010321717,6.43973064422607,4.48472199562739
44,8,6.68011086136086,6.75656108454932,6.45988750457764,6.63218648349594
45,2,1.71164842952885,0.611687736366379,6.48389720916748,2.93574445835424
46,2,2.56520409416479,2.41941953144021,6.52269268035889,3.83577210198797
47,0,0.443738454647149,0.559883995171593,6.51060771942139,2.50474338974671
48,0,0.516012516472045,0.901039952353268,6.54979991912842,2.65561746265124
49,1,1.08036395741648,1.52272719770421,6.56094646453857,3.05467920655309
