Modelo,RMSE_train,MAE_train,MAPE_train,R2_train,RMSE_test,MAE_test,MAPE_test,R2_test
Random Forest,17.1877339686185,7.32028066487963,8.08791327001075e+15,0.976226307500922,10.8217121551412,3.3373451695559,4.58690102702544e+16,0.964751586694185
Gradient Boosting,3.43256361743573,2.38425073904614,1.69430566140324e+16,0.999051807349262,6.91714070730823,2.62016458953462,6.42903346282573e+16,0.985598728555166
LSTM,47.6978700481816,26.9150535117923,1.92413245017866e+17,0.81691305969309,23.2074099930371,12.0038550754763,6.18601396536409e+17,0.837893299739241
Ensemble,21.0983091396597,11.2586471906597,7.19815342215616e+16,0.96417759844577,12.3507518365774,5.2353566199664,2.38812470989655e+17,0.954087133600308
