t_train,y_train,pred_random_forest_train,pred_gradient_boosting_train,pred_lstm_train,pred_ensemble_train
0,2,1.54655921709404,2.58705481494414,4.29084491729736,2.80815298311185
1,1,0.859794250062198,0.589827956938179,4.28262042999268,1.91074754566435
2,0,0.270126757498589,-0.442805119969519,4.27439594268799,1.36723919340569
3,1,1.11187157516393,1.56551899085829,4.2661714553833,2.31452067380184
4,0,0.221692981800809,-0.0649237173449716,4.25794696807861,1.47157207751148
5,1,1.05180691841545,1.50527652032663,4.24972248077393,2.26893530650534
6,2,1.33699542699388,2.06476135581649,4.24149799346924,2.5477515920932
7,2,1.11226008090076,2.58705481494414,4.23777484893799,2.6456965815943
8,0,0.257965038251308,-0.402893648180847,4.22247791290283,1.3591831009911
9,0,0.408742739162842,0.625455084303874,4.21239948272705,1.74886576873126
10,0,0.218375006055418,1.04676601235925,4.20715808868408,1.82409970236625
11,0,0.174290104694639,1.07903493143197,4.20431232452393,1.81921245355018
12,0,0.165869115750459,0.986523541827593,4.20412158966064,1.78550474907957
13,1,0.936838778031874,1.5946127594599,4.20313739776611,2.2448629784193
14,1,0.510664949160235,1.9809573989678,4.20267200469971,2.23143145094258
15,0,0.138813035914463,0.131455734681486,4.20130634307861,1.49052503789152
16,0,0.167208612966461,0.625455084303874,4.2006196975708,1.66442779828038
17,0,0.13252318079111,1.04676601235925,4.20081043243408,1.79336654186148
18,0,0.13252318079111,1.07903493143197,4.20154285430908,1.80436698884405
19,0,0.15853462097694,0.986523541827593,4.20273303985596,1.7825970675535
20,1,0.895680705939387,1.5946127594599,4.20534229278564,2.23187858606165
21,1,0.490344790823947,1.9809573989678,4.20725727081299,2.22618648686824
22,0,0.138828396897565,0.131455734681486,4.2086763381958,1.49298682325828
23,0,0.1568860323213,0.625455084303874,4.2105073928833,1.66428283650282
24,0,0.13252318079111,1.04676601235925,4.21273517608643,1.79734145641226
25,0,0.13252318079111,1.07903493143197,4.21578693389893,1.809115015374
26,1,0.864834472462719,1.50527652032663,4.21920490264893,2.19643863181276
27,0,0.134322328200754,-0.0680988678160777,4.22353076934814,1.42991807657761
28,0,0.185131837381966,1.15642276247605,4.22569751739502,1.85575070575101
29,0,0.140108614964779,0.625455084303874,4.22737598419189,1.66431322782018
30,0,0.13252318079111,0.625455084303874,4.23000812530518,1.66266213013339
31,0,0.13252318079111,1.04676601235925,4.23288440704346,1.80405786673127
32,0,0.13252318079111,1.07903493143197,4.2365083694458,1.81602216055629
33,0,0.163307348249667,0.986523541827593,4.2402925491333,1.79670781307019
34,1,0.935386066368432,1.5946127594599,4.24306201934814,2.25768694839216
35,1,0.495018506407322,1.9809573989678,4.24675464630127,2.24091018389213
36,2,1.34061535896677,1.69005510366305,4.25021076202393,2.42696040821791
37,0,0.171368110771375,-0.402893648180847,4.25533008575439,1.34126818278164
38,1,1.14822600410529,1.56551899085829,4.25939655303955,2.32438051600104
39,1,0.588311240975887,1.83982785318831,4.26489734649658,2.23101214688693
40,0,0.212152118221024,-0.157435106949345,4.27116870880127,1.44196190669098
41,3,2.43399445335882,3.21855851602897,4.27663135528564,3.30972810822448
42,0,0.233060817996379,0.0902560365268526,4.28439044952393,1.53590243468239
43,1,1.21619230454372,1.10934133604102,4.28942584991455,2.2049864968331
44,2,1.4476190022716,1.69005510366305,4.29395771026611,2.47721060540025
45,1,0.672397623994108,1.16726396206029,4.30144214630127,2.04703457745189
46,10,8.1577782658518,13.6085285735931,4.30714893341064,8.69115192428518
47,6,4.45985414464762,4.52765499988849,4.32163715362549,4.4363820993872
48,2,2.53575066426932,1.75550334357665,4.33272266387939,2.87465889057512
49,2,2.59454267138331,3.35972732421489,4.33743762969971,3.43056920843264
50,4,3.97280670181262,3.74420788158303,4.34842395782471,4.02181284707345
51,3,2.86030321881189,2.78434146820889,4.36233234405518,3.33565901035865
52,4,3.72724083764533,3.70432107534459,4.37785053253174,3.93647081517389
53,2,2.33301922701013,1.96770609626689,4.39526081085205,2.89866204470969
54,4,3.83026029886916,4.02836799926646,4.40014362335205,4.08625730716256
55,3,2.75257583181606,3.16584943807401,4.40761280059814,3.44201269016274
56,2,2.32575212925281,2.76474293532685,4.41322803497314,3.16790769985094
57,2,2.1786250077198,2.50732868116119,4.42285633087158,3.03627000658419
58,7,6.54883443457128,5.54107384596267,4.43611621856689,5.50867483303361
59,3,2.96125666278876,2.26023431775115,4.47829914093018,3.23326337382336
60,5,6.02601907161466,5.37738160143665,4.50626087188721,5.3032205149795
61,2,2.23329483220689,0.883111430713507,4.5363130569458,2.5509064399554
62,3,3.16565069210352,3.66118911438775,4.56313800811768,3.79665927153632
63,6,5.72240628450497,4.98240068144024,4.61359119415283,5.10613272003268
64,1,1.56673080046029,0.605993058118233,4.68187427520752,2.28486604459535
65,26,18.5754984737485,26.3194314242499,4.72939014434814,16.5414400141155
66,6,8.52570432345432,6.6372422887745,4.8798189163208,6.68092184284988
67,10,11.8627603785104,12.2350609789266,4.92562580108643,9.67448238617447
68,6,6.87577031302031,5.8500384539735,5.00973224639893,5.91184700446425
69,10,10.4155220498456,10.5557351101858,5.16655445098877,8.71260387034005
70,10,9.81916189366189,8.76972969711896,5.40649890899658,7.99846349992581
71,12,12.2342896825397,8.55620771404223,5.68587207794189,8.82545649150794
72,5,6.66219888444888,3.07307964141836,6.74315357208252,5.49281069931659
73,6,7.16474782407135,6.335490414592,6.9298677444458,6.81003532770305
74,9,9.56953998778999,9.55182974314563,7.70408344268799,8.9418177245412
75,12,12.1911312576313,11.4485915433372,8.29295825958252,10.6442270201837
76,20,18.6134087301587,17.725819812884,9.42863941192627,15.2559559849897
77,19,17.3924206349206,15.4347797164221,10.6732225418091,14.500140964384
78,14,15.0417301587302,13.8645335376755,11.7037324905396,13.5366653956484
79,20,19.1932817460317,17.2821453886172,12.5262422561646,16.3338897969378
80,9,13.3807142857143,8.00661435416872,13.7857255935669,11.72435141115
81,32,27.9487936507937,36.0902297861896,15.2583665847778,26.432463340587
82,25,23.9046746031746,21.668008485864,18.3277320861816,21.3001383917401
83,32,31.2396904761905,30.4905323838717,20.7724838256836,27.5009022285819
84,28,28.8878095238095,27.3108918745181,23.3065376281738,26.5017463421672
85,38,35.9168373015873,36.53737862049,25.6934814453125,32.7158991224632
86,33,30.5020277777778,29.1633278577832,29.2645416259766,29.6432990871792
87,49,46.9022896825397,50.5498954917469,32.7418670654297,43.3980174132387
88,50,46.678369047619,47.9734021591347,38.5834693908691,44.4117468658743
89,63,66.4039722222222,68.1329049520784,43.4872436523438,59.3413736088815
90,110,95.1105357142857,107.802980499225,55.076416015625,85.9966440763785
91,88,83.4023134920635,88.8458703522383,73.879020690918,82.0424015117399
92,57,63.3558650793651,60.1418569748201,83.0998153686523,68.8658458076125
93,115,112.236067460317,116.77278587865,87.8849563598633,105.63126989961
94,105,97.2666309523809,102.34716725026,110.666458129883,103.426752110841
95,142,135.673146825397,153.257236415474,122.627555847168,137.185979696013
96,203,186.287186507937,195.967959640013,142.094345092773,174.783163746908
97,184,177.571166666667,185.307160234377,166.025970458984,176.301432453343
98,151,159.131611111111,158.346623705004,169.560928344727,162.346387720281
99,133,139.526416666667,133.355542830914,170.259002685547,147.713654061043
100,195,195.236424603175,195.620137274722,177.1845703125,189.347044063466
101,154,155.21626984127,149.765615764022,198.732727050781,167.904870885358
102,305,286.63126984127,307.526728049101,203.23127746582,265.79642511873
103,209,199.993126984127,208.286356600272,234.19206237793,214.157181987443
104,204,213.492496031746,211.98844795198,221.474456787109,215.651800256945
105,388,350.461956349206,388.148365408095,226.782211303711,321.797511020337
106,184,194.61025,185.040135696588,263.027954101562,214.22611326605
107,160,174.607416666667,159.132926681776,244.213821411133,192.651388253192
108,379,340.362956349206,376.357542141712,244.602676391602,320.441058294173
109,270,251.068853174603,269.151568858878,284.485473632812,268.235298555431
110,305,303.645920634921,311.619214458054,267.653045654297,294.306060249091
111,161,183.299825396825,161.868782778294,285.872436523438,210.347014899519
112,206,229.397761904762,208.225913123844,269.941040039062,235.854905022556
113,162,167.515333333333,159.139462432984,277.741729736328,201.465508500882
114,106,129.407380952381,106.54745496041,283.882415771484,173.279083894758
115,217,232.718694444444,216.020063497878,281.637573242188,243.458777061503
116,268,259.382194444444,265.067997943127,297.015167236328,273.8217865413
117,243,224.502507936508,237.152099541131,316.544372558594,259.399660012078
118,320,332.603964285714,320.504846091005,312.100830078125,321.736546818281
119,758,553.528599206349,744.443210038206,331.250122070312,543.073977104956
120,358,357.452107142857,348.28056588395,359.889526367188,355.207399797998
121,173,253.735619047619,177.328399941087,334.361541748047,255.141853578918
122,605,516.627456349206,606.105740031827,316.728698730469,479.820631703834
123,326,307.339174603175,324.873955804031,342.704620361328,324.972583589511
124,317,340.914793650794,323.956971699708,314.887573242188,326.586446197563
125,119,187.972761904762,122.034815916324,306.285430908203,205.431002909763
126,378,397.970642857143,386.624831384585,274.730224609375,353.108566283701
127,485,404.587559523809,482.061725688928,278.912506103516,388.520597105418
128,248,262.282293650794,245.828725641213,287.489196777344,265.200072023117
129,354,372.728091269841,352.741695695919,254.707580566406,326.725789177389
130,210,229.382773809524,209.225370241865,244.535369873047,227.714504641478
131,179,200.94423015873,177.986890520711,219.126434326172,199.352518335204
132,152,168.745555555556,154.685878115629,198.232162475586,173.887865382257
133,55,105.101507936508,56.2722896083335,192.114700317383,117.829499287408
134,97,126.072964285714,98.2528940676207,166.108215332031,130.144691228455
135,69,71.8257579365079,64.6481213851846,154.161346435547,96.8784085857465
136,246,202.958095238095,243.512068037152,141.720779418945,196.063647564731
137,278,237.199563492063,273.900849489746,152.149703979492,221.083372320434
138,109,145.054722222222,115.140023622543,148.513031005859,136.235925616875
139,143,169.292428571429,157.75102923735,122.631050109863,149.891502639547
140,110,107.742329365079,103.577276326126,113.3623046875,108.227303459569
141,103,109.215650793651,102.826334047246,104.883819580078,105.641934806992
142,78,75.2296349206349,75.029079796,96.8003082275391,82.353007648058
143,60,73.1554841269842,68.0692458942373,92.1862335205078,77.8036545139098
144,114,112.755531746032,114.771500193353,79.5815048217773,102.369512253721
145,137,124.340273809524,130.085678857733,78.5859222412109,111.003958302823
146,84,83.7926706349207,80.9743207532259,75.996826171875,80.2546058533405
147,87,91.3600952380952,88.6061245189585,64.6271133422852,81.5311110331129
148,159,130.663091269841,153.676244332467,59.976634979248,114.771990193852
149,90,86.3537936507937,77.299430539921,64.4102020263672,76.0211420723606
