t_train,y_train,pred_random_forest_train,pred_gradient_boosting_train,pred_lstm_train,pred_ensemble_train
0,2,1.58396135940918,3.02039874660094,11.4545679092407,5.35297600508361
1,0,0.474105971189512,0.209438786842527,11.5487213134766,4.0774220238362
2,2,2.11318268333198,3.22060755865348,11.6428747177124,5.65888831989929
3,0,0.325515240587797,0.0533956046161556,11.7370281219482,4.03864632238407
4,2,2.17885571224254,2.87543914003383,11.8311824798584,5.62849244404492
5,1,0.963134323776735,1.38190083795117,11.9253358840942,4.75679034860738
6,1,1.28453296637081,2.85019149448594,12.0194892883301,5.38473791639561
7,1,1.02710089319989,2.84194803973705,12.0919418334961,5.32033025547768
8,0,0.374099756072313,0.209438786842527,12.2164840698242,4.26667420424635
9,3,2.7065600030946,4.16643642543078,12.3328704833984,6.40195563730794
10,1,1.00559015693118,0.304189557752151,12.3950042724609,4.56826132904809
11,1,1.15432447779608,2.69414831225957,12.4734497070312,5.4406408323623
12,0,0.413735061543602,0.17821946128427,12.4796142578125,4.35718959354679
13,2,1.94927761401414,3.19835692531469,12.4997406005859,5.88245837997159
14,2,1.32103681523504,2.9085128867286,12.5176315307617,5.58239374424178
15,1,1.18291967361557,1.2792644080635,12.5345077514648,4.99889727771464
16,1,1.19666117426667,3.10588157787076,12.5576324462891,5.6200583994755
17,2,1.63054307076154,2.75246970450222,12.5170135498047,5.63334210835615
18,6,4.77494719332955,4.70408384831646,12.5412979125977,7.34010965141456
19,2,2.13947280217975,1.7230812700276,12.5860900878906,5.48288138669933
20,4,4.60826764085587,3.91429816376553,12.6246490478516,7.04907161749099
21,13,10.3411273448773,10.7016719879041,12.6474304199219,11.2300765842344
22,4,3.92004663963488,2.36889718999863,12.7854843139648,6.35814271453278
23,4,4.62003830075153,5.93474930195952,12.8351058959961,7.79663116623572
24,5,5.05185264980118,4.59736196127293,12.9051971435547,7.51813725154293
25,3,3.43343376559801,3.18182116163853,13.0078353881836,6.54103010514004
26,7,6.82035245310245,6.06110529755126,13.0246276855469,8.63536181206686
27,15,12.156368992119,13.4630427373194,13.1857757568359,12.9350624954248
28,3,4.48638052796876,2.51166820986277,13.3609313964844,6.78632671143864
29,16,15.302082972583,15.4861159528337,13.2214813232422,14.6698934162196
30,16,13.5434801587302,11.9223587552974,13.4294967651367,12.9651118930548
31,7,7.53834825468649,4.65848820015264,13.5502471923828,8.58236121574065
32,22,20.2284365079365,25.0807581017704,13.6123657226562,19.6405201107877
33,17,15.6938492063492,13.1802844857432,13.9490966796875,14.2744101239266
34,5,8.15772619047619,5.98575893552292,14.1581878662109,9.43389099740335
35,7,10.9171486846487,8.25621985340291,14.099853515625,11.0910740178922
36,17,15.822137029637,15.9875557035812,14.390022277832,15.3999050036834
37,17,14.9339779860662,14.1279908706752,14.4286651611328,14.4968780059581
38,14,14.5382662337662,13.8254104166275,14.5429840087891,14.3022202197276
39,8,8.43528174603174,6.54269976468029,14.7252883911133,9.9010899672751
40,19,17.6467301587302,20.6875840282043,14.4462966918945,17.5935369596097
41,102,70.5981031746032,92.9598693072101,14.4889221191406,59.3489648669846
42,3,16.9209007936508,7.89297300182419,15.8768463134766,13.5635733696505
43,22,36.0668412698413,30.3235509755814,16.0152893066406,27.4685605173544
44,88,73.0782658730159,79.5943182083101,16.3585586547852,56.3437142453704
45,4,15.4432163865546,6.76294708421195,17.8772583007812,13.3611405905159
46,85,80.4157261904762,84.7848127232197,18.3478927612305,61.1828105583088
47,0,15.6653253968254,3.25119147309781,20.6279220581055,13.1814796426762
48,152,97.1841150793651,150.281761654404,21.5479507446289,89.6712758261325
49,22,35.7524523809524,19.5923044304565,22.760009765625,26.0349221923446
50,17,32.8684523809524,30.7346774993724,25.2445678710938,29.6158992504729
51,78,73.960126984127,78.7363875309754,25.84375,59.5134215050341
52,64,53.1379761904762,52.3158202259722,26.4265060424805,43.960100819643
53,19,25.3271746031746,18.8055258407166,30.3950729370117,24.8425911269676
54,5,13.2195277777778,8.58211346808999,26.9335708618164,16.2450707025614
55,6,14.6276862026862,7.29652839238445,29.8794708251953,17.2678951400887
56,3,7.18943253968254,3.42012061178593,22.2804183959961,10.9633238491549
57,1,3.88870749366433,0.560073672839308,22.2383346557617,8.89570527408845
58,0,3.71269740149024,0.305460192972879,20.7443313598633,8.25416298477547
59,1,4.80505367836909,2.42234039929722,18.4857559204102,8.57104999935882
60,2,2.67695867445572,2.23724161468845,16.517936706543,7.14404566522904
61,2,2.28457674538921,3.4856323579199,15.1731567382812,6.98112194719679
62,2,2.0709217167749,3.17685761396333,14.2411346435547,6.49630465809764
63,10,8.15345743145743,8.90009445082829,13.7682342529297,10.2739287117385
64,1,2.1032556400027,1.285289446958,13.5996932983398,5.66274612843351
65,1,2.36562065326302,3.75525796933006,13.3758544921875,6.49891103826019
66,0,0.83650541384128,0.0533956046161556,13.2960739135742,4.72865831067722
67,0,1.06854616259488,2.69414831225957,13.2876586914062,5.68345105542023
68,1,1.28067650714725,3.15896623844251,13.2886581420898,5.90943362922653
69,3,2.5030763922763,3.20993302912408,13.309211730957,6.34074038411914
70,1,1.09423304454055,0.603003759842667,13.3528823852539,5.01670639654571
71,2,1.87150541936066,2.84194803973705,13.1819686889648,5.96514071602085
72,0,0.463439841382973,0.688141043247092,13.2223892211914,4.79132336860716
73,2,2.27019254916723,2.86719568528494,13.1770706176758,6.10481961737598
74,1,0.913396810833882,1.34116357817312,13.2441024780273,5.16622095567812
75,5,4.60018570971512,4.78297012919447,13.3136138916016,7.56558991017038
76,2,1.87376804350272,1.26905998889595,13.4230880737305,5.52197203537638
77,2,1.73394497963026,3.40967386557439,13.4585037231445,6.20070752278306
78,2,1.7470395057898,3.02039874660094,13.5498046875,6.10574764663025
79,0,0.678181997962204,0.688141043247092,13.5948715209961,4.98706485406846
80,0,0.99926794520683,2.68590485751068,13.6642913818359,5.78315472818448
81,5,4.81219596838938,5.81973427299379,13.6843795776367,8.10543660633997
82,6,4.88252696649755,5.84235289047321,13.8034744262695,8.17611809441343
83,6,5.04347915972916,7.79861591271015,13.8155059814453,8.88586701796154
84,11,10.5519855699856,10.7811252766778,13.8996047973633,11.7442385480089
85,14,11.7062784437784,11.4249995583611,14.0346832275391,12.3886537432262
86,7,6.78331562881563,6.35875627398209,14.2463760375977,9.12948264679846
87,3,4.94718957431458,3.39888688854494,14.4533538818359,7.59981011489848
88,7,8.46602236652237,6.03829746381362,14.6773681640625,9.72722933146616
89,14,13.2753394105894,15.0788129951143,14.912109375,14.4220872602346
90,10,9.35129473304473,8.86996915160794,15.25146484375,11.1575762428009
91,15,14.9725241702742,15.435435137576,15.4982223510742,15.3020605529748
92,18,16.967942973693,16.2293905327667,15.6599884033203,16.2857739699267
93,26,23.8470357142857,25.028383735905,15.7781295776367,21.5511830092758
94,29,25.5425436507937,27.1153579184106,16.1236038208008,22.927168463335
95,29,27.1311865079365,28.1847346786172,16.5940704345703,23.9699972070413
96,27,25.6060238095238,29.2582044991595,17.1017913818359,23.9886732301731
97,30,28.6271150793651,28.483564463273,17.6033477783203,24.9046757736528
98,25,26.0281111111111,26.7436748563251,18.4000778198242,23.7239545957535
99,16,17.688880952381,18.6783237838037,19.0823440551758,18.4831829304535
100,30,30.5343412698413,33.1562750076413,19.7372970581055,27.809304445196
101,17,16.5678055555556,14.8957783776366,20.4166259765625,17.2934033032516
102,30,31.1385833333333,31.6782627798849,20.7021789550781,27.8396750227654
103,34,30.4938452380952,30.0903787083223,21.0497360229492,27.2113199897889
104,25,25.6067380952381,25.0449687166462,21.3520431518555,24.0012499879133
105,35,33.6569682539683,33.0264048425777,21.3378219604492,29.3403983523317
106,26,26.4767857142857,24.3465330999144,21.6660232543945,24.1631140228649
107,50,50.1300317460318,53.1088754064768,22.1093292236328,41.7827454587138
108,52,46.7821587301588,44.1830585307978,22.7126235961914,37.8926136190493
109,48,48.4499801587302,44.4731268714945,24.9292907714844,39.2841326005697
110,39,42.0064087301587,41.432109295512,26.4242248535156,36.6209142930621
111,46,48.6620396825397,45.9468717763233,28.0534973144531,40.8874695911054
112,32,33.7596071428571,32.3745511142227,30.6739807128906,32.2693796566568
113,58,59.8011944444444,59.1413007433934,32.3291320800781,50.423875755972
114,44,41.7288452380953,41.3044373749146,37.2870635986328,40.1067820705476
115,36,39.500746031746,39.2430395273394,40.6845054626465,39.8094303405773
116,60,59.7193174603174,63.2367452248798,42.9901733398438,55.315412008347
117,65,59.5377976190476,60.1274229066015,47.1449851989746,55.6034019082079
118,55,58.2737341269841,53.0155725050102,52.4040412902832,54.5644493074258
119,54,57.2452261904762,51.3919736073485,55.3726844787598,54.6699614255281
120,90,92.0884880952381,90.8323381583626,62.4084091186523,81.776411790751
121,75,75.0778214285714,71.8264363114987,69.6717224121094,72.1919933840598
122,94,93.2146031746032,93.3638648117143,77.43017578125,88.0028812558558
123,109,99.9260158730159,101.234886853576,89.2991333007812,96.8200120091245
124,88,85.8470753968254,88.9359731925104,99.2847061157227,91.3559182350195
125,66,75.8550198412699,72.3002981917395,105.586517333984,84.5806117889979
126,99,100.242011904762,106.906180499165,111.397819519043,106.182003974323
127,129,118.605,121.745674052968,123.931373596191,121.427349216387
128,79,82.9101626984127,78.7759405328018,133.226257324219,98.3041201851444
129,85,91.9054206349207,93.0262260264954,136.631072998047,107.187573219821
130,95,93.8736706349206,91.1375617983222,138.970672607422,107.993968346888
131,232,187.395892857143,229.818310526158,142.462509155273,186.558904179525
132,198,175.206543650794,190.893830866019,170.878356933594,178.992910483469
133,173,177.059408730159,177.677927722484,183.090881347656,179.2760726001
134,141,145.424345238095,142.805866728484,184.143524169922,157.4579120455
135,140,151.358091269841,148.004377249199,180.163040161133,159.841836226724
136,175,174.125555555555,169.802400235254,188.845596313477,177.591184034762
137,119,123.19744047619,112.636133594778,200.36393737793,145.399170482966
138,152,159.683424603175,159.8320291253,201.204452514648,173.573302081041
139,169,166.843892857143,163.000125120469,188.944046020508,172.92935466604
140,139,143.375888888889,140.062691939488,197.950668334961,160.463083054446
141,208,205.081452380952,204.707341013821,198.552291870117,202.780361754963
142,188,181.863646825397,186.959009976179,216.88102722168,195.234561341085
143,162,170.028928571429,166.637343723699,222.622406005859,186.429559433662
144,274,257.117468253968,277.183158975035,218.844680786133,251.048436005046
